230
12
0
0.203269004822, -0.0408719405532, 2.06754612923, 2, 0, 0.186842560768, 0.27972304821, 2.14769244194, 2, 1, 0.169787243009, 0.586591959, 2.21350884438, 2, 2, 0.151241227984, 0.760800480843, 2.2430062294, 2, 3, -0.0193096250296, 0.424556165934, 2.22083497047, 2, 4, -0.226174667478, 0.333768218756, 2.27278208733, 2, 5, -0.42561891675, 0.4627212286, 2.25675559044, 2, 6, -0.495984494686, 0.526490867138, 2.26540279388, 2, 7, 0.360282808542, 0.460351854563, 2.16769123077, 2, 8, 0.614129424095, 0.371184647083, 2.14020299911, 2, 9, 0.721670269966, 0.596869707108, 2.06960105896, 2, 10, 0.753602087498, 0.670007228851, 2.05174970627, 2, 11, 0.113345101476, -0.0501557774842, 2.03624486923, 2, 12, 0.0940717235208, -0.49037489295, 1.98028492928, 2, 13, 0.077790170908, -0.854325115681, 1.94943737984, 2, 14, 0.0326242409647, -0.901247024536, 1.82780313492, 2, 15, 0.285313934088, -0.029893361032, 2.01935577393, 2, 16, 0.354041010141, -0.422624289989, 1.93776881695, 2, 17, 0.41810798645, -0.808710634708, 1.89979624748, 2, 18, 0.393784314394, -0.820586204529, 1.73583757877, 2, 19, 0.174157828093, 0.511646270752, 2.19948029518, 2, 20, -0.54541516304, 0.587503135204, 2.27040195465, 2, 21, -0.462845444679, 0.577670872211, 2.25830698013, 2, 22, 0.797626078129, 0.741089761257, 2.0201086998, 2, 23, 0.772691845894, 0.654677271843, 2.00797080994, 2, 24, 
0.5190735459327698, -0.04545566812157631, 0.9723788499832153, 0.22893914580345154, 
0.0070002079010009766
0.203269004822, -0.0408719405532, 2.06754612923, 2, 0, 0.186842560768, 0.27972304821, 2.14769244194, 2, 1, 0.169787243009, 0.586591959, 2.21350884438, 2, 2, 0.151241227984, 0.760800480843, 2.2430062294, 2, 3, -0.0193096250296, 0.424556165934, 2.22083497047, 2, 4, -0.226174667478, 0.333768218756, 2.27278208733, 2, 5, -0.42561891675, 0.4627212286, 2.25675559044, 2, 6, -0.495984494686, 0.526490867138, 2.26540279388, 2, 7, 0.360282808542, 0.460351854563, 2.16769123077, 2, 8, 0.614129424095, 0.371184647083, 2.14020299911, 2, 9, 0.721670269966, 0.596869707108, 2.06960105896, 2, 10, 0.753602087498, 0.670007228851, 2.05174970627, 2, 11, 0.113345101476, -0.0501557774842, 2.03624486923, 2, 12, 0.0940717235208, -0.49037489295, 1.98028492928, 2, 13, 0.077790170908, -0.854325115681, 1.94943737984, 2, 14, 0.0326242409647, -0.901247024536, 1.82780313492, 2, 15, 0.285313934088, -0.029893361032, 2.01935577393, 2, 16, 0.354041010141, -0.422624289989, 1.93776881695, 2, 17, 0.41810798645, -0.808710634708, 1.89979624748, 2, 18, 0.393784314394, -0.820586204529, 1.73583757877, 2, 19, 0.174157828093, 0.511646270752, 2.19948029518, 2, 20, -0.54541516304, 0.587503135204, 2.27040195465, 2, 21, -0.462845444679, 0.577670872211, 2.25830698013, 2, 22, 0.797626078129, 0.741089761257, 2.0201086998, 2, 23, 0.772691845894, 0.654677271843, 2.00797080994, 2, 24, 
0.5190735459327698, -0.04545566812157631, 0.9723788499832153, 0.22893914580345154, 
0.023000001907348633
0.203198343515, -0.0407061129808, 2.06735634804, 2, 0, 0.186714634299, 0.279948294163, 2.14712643623, 2, 1, 0.169652357697, 0.586840569973, 2.21256446838, 2, 2, 0.150605738163, 0.760803699493, 2.24210786819, 2, 3, -0.0194743983448, 0.424614816904, 2.22055530548, 2, 4, -0.225792959332, 0.333268135786, 2.27276611328, 2, 5, -0.424966335297, 0.463121652603, 2.25693511963, 2, 6, -0.491929203272, 0.525748372078, 2.26725959778, 2, 7, 0.360036104918, 0.460807919502, 2.16747379303, 2, 8, 0.614087820053, 0.372068703175, 2.13923764229, 2, 9, 0.721653819084, 0.597841262817, 2.06913208961, 2, 10, 0.749672055244, 0.671839773655, 2.0490026474, 2, 11, 0.113272875547, -0.050017978996, 2.03603172302, 2, 12, 0.0939815416932, -0.490440309048, 1.98014378548, 2, 13, 0.077803812921, -0.854158580303, 1.94939172268, 2, 14, 0.0327550135553, -0.901911437511, 1.82898426056, 2, 15, 0.285253554583, -0.0297201070935, 2.01919960976, 2, 16, 0.354018986225, -0.42259401083, 1.93766224384, 2, 17, 0.418007791042, -0.808605074883, 1.89971101284, 2, 18, 0.393665581942, -0.820521891117, 1.73576259613, 2, 19, 0.174021661282, 0.511888206005, 2.19862723351, 2, 20, -0.543596208096, 0.590937197208, 2.27119541168, 2, 21, -0.458590060472, 0.580294132233, 2.26638460159, 2, 22, 0.795366406441, 0.74952018261, 2.018627882, 2, 23, 0.771421611309, 0.655293285847, 2.00750398636, 2, 24, 
0.5190735459327698, -0.04545566812157631, 0.9723788499832153, 0.22893914580345154, 
